dt,client_id,amount
2007-06-05 11:09:49,528,10064.69
2008-06-25 04:38:45,908,144.82
2008-06-06 20:42:57,495,1086.17
2008-03-15 10:28:15,230,1093.98
2008-04-28 17:09:38,950,2068.39
2008-05-15 10:10:10,208,1080.96
2007-10-25 08:36:46,678,160.07
2008-04-13 13:36:06,450,115.46
2007-05-23 22:13:16,497,1034.46
2008-04-08 19:52:22,147,10052.53
2007-08-18 04:05:05,443,2077.3
2007-11-30 00:59:12,884,78.87
2007-12-22 16:17:29,791,1046.18
2008-03-01 04:50:15,614,172.34
2008-05-12 23:02:49,479,117.07
2008-01-23 15:07:52,827,125.79
2007-07-19 02:59:31,185,177.63
2007-10-30 11:44:28,431,146.71
2007-11-28 00:26:14,150,10053.43
2008-04-22 18:50:55,413,2067.09
2007-08-06 05:12:05,361,1035.42
2008-05-27 05:00:40,934,168.55
2007-06-30 03:59:55,353,1070.51
2007-06-01 06:50:39,930,10082.34
2007-05-19 06:27:51,361,-628.51
2007-11-17 02:06:41,116,10084.57
2007-05-14 14:58:10,417,143.21
2007-10-24 01:08:58,842,136.86
2008-04-23 17:59:18,155,-620.96
2007-12-29 16:10:08,511,1039.97
2007-12-02 14:39:04,377,2081.42
2008-01-27 13:17:10,405,133.23
2008-04-16 12:31:53,217,1045.36
2007-10-30 23:15:38,300,-629.56
2008-01-17 09:28:52,562,1072.13
2007-08-18 04:05:05,861,133.36
2008-01-29 15:02:18,227,66.68
2008-04-26 09:03:21,167,1127.23
2007-07-10 07:57:53,460,90.26
2008-06-28 11:49:14,493,29.76
2007-07-18 18:12:52,550,120.49
2008-01-26 20:42:30,643,158.9
2007-12-19 09:24:45,587,1111.98
2007-12-19 16:47:44,813,1051.18
2008-05-17 02:30:25,302,1047.52
2007-08-27 10:22:28,328,187.7
2007-08-01 03:15:42,930,10060.19
2008-02-01 17:14:11,621,169.91
2007-12-31 02:58:16,228,-677.24
2008-01-27 13:17:10,156,102.44
2008-01-23 15:20:04,669,1058.87
2008-02-02 22:31:47,922,10053.18
2007-12-08 05:56:40,917,10046.42
2007-07-12 14:08:58,500,2053.15
2008-05-12 23:02:49,955,1040.5
2007-11-23 16:22:05,789,2052.85
2008-02-05 12:23:59,429,140.51
2007-08-27 10:22:28,446,2044.48
2007-10-17 00:15:58,587,65.74
2007-11-29 00:20:44,670,-635.03
2008-01-18 23:42:52,196,182.16
2007-06-01 06:50:39,170,-613.51
2008-01-13 19:10:05,121,1098.71
2007-12-14 00:46:25,505,140.77
2008-01-13 01:51:28,188,1065.81
2007-08-12 03:28:06,982,1106.49
2008-05-02 09:16:05,411,1087.05
2008-01-02 16:15:14,691,158.38
2007-06-16 17:42:15,301,1075.95
2008-06-13 08:03:11,136,118.95
2007-08-08 03:35:37,130,94.22
2008-03-16 10:10:02,331,-626.13
2007-11-24 20:44:12,990,143.28
2007-07-30 09:29:11,361,10062.93
2007-07-21 13:22:14,186,84.45
2007-07-21 21:40:35,425,1066.8
2007-06-03 20:23:21,373,1073.92
2008-04-23 20:00:01,508,59.28
2008-06-25 04:38:45,466,1097.13
2008-05-15 15:11:49,169,1111.21
2008-01-16 20:22:34,217,126.93
2008-04-06 08:59:43,952,2042.18
2007-06-09 21:10:22,264,1047.97
2007-08-18 17:22:55,977,73.84
2007-05-17 07:07:29,651,10078.08
2008-01-03 21:31:30,746,141.95
2007-06-18 09:15:56,399,-653.97
2008-05-12 10:01:40,702,152.19
2008-04-09 16:38:33,396,10059.62
2008-04-08 23:13:24,577,62.42
2007-07-30 12:09:48,442,-671.88
2007-10-25 09:51:21,892,77.66
2007-05-01 12:42:45,587,-672.61
2007-08-21 14:53:04,154,102.51
2007-08-10 08:56:22,580,2063.67
2007-10-07 03:58:45,815,157.5
2008-01-08 05:20:44,575,45.83
2007-08-30 20:44:44,402,10067.56
2007-08-08 03:35:37,785,10074.84
2008-03-03 19:17:41,827,10056.77
2007-11-19 21:36:37,428,31.95
2008-02-13 08:21:05,509,185.82
2008-03-01 01:37:55,392,178.93
2008-06-18 04:10:05,102,1073.64
2007-10-01 00:15:31,857,2092.92
2007-10-03 11:59:15,185,159.02
2008-04-19 17:30:07,688,1087.2
2007-12-22 19:20:20,149,-626.82
2008-01-05 19:59:56,375,1041.58
2008-03-24 17:28:25,908,134.42
2007-05-01 07:17:29,703,185.12
2007-10-31 20:05:16,546,-648.87
2008-02-21 23:54:43,408,1067.87
2008-02-14 00:24:38,335,2049.49
2007-12-05 18:26:16,788,173.28
2007-10-24 10:39:34,651,-625.71
2008-02-12 23:01:45,688,141.42
2007-12-31 02:58:16,139,10041.05
2007-07-20 05:49:16,651,146.62
2008-05-24 16:51:10,624,10092.68
2007-06-27 12:52:53,799,37.1
2007-07-21 21:07:44,184,1049.92
2007-12-12 23:35:37,551,77.73
2007-07-21 21:40:35,370,154.65
2008-04-26 09:28:41,159,10067.25
2008-06-10 19:01:19,119,129.49
2007-07-16 05:12:39,134,130.01
2008-06-12 14:41:52,128,87.96
2007-05-07 17:46:15,852,154.1
2007-12-13 02:50:30,570,2034.14
2008-05-18 21:49:20,129,1075.25
2007-06-09 02:34:24,665,166.99
2007-06-09 07:06:13,834,10055.97
2007-12-20 22:49:41,917,10043.11
2007-05-01 23:14:02,521,22.53
2008-03-11 20:03:58,703,201.81
2008-03-24 13:27:34,116,72.07
2008-01-21 10:08:36,826,49.51
2008-05-18 21:49:20,734,151.5
2007-10-03 11:59:15,108,-686.14
2008-03-14 06:47:02,601,1078.48
2007-05-20 23:14:00,261,43.14
2007-05-15 03:04:49,561,131.51
2007-11-03 19:15:44,444,1072.99
2007-11-17 02:06:41,126,1072.65
2007-06-20 02:53:22,131,186.34
2008-01-27 13:17:10,806,-646.65
2007-08-08 15:01:42,711,10072.38
2008-03-03 19:17:41,668,126.75
2008-01-13 01:51:28,450,102.46
2008-05-29 21:18:31,171,1106.11
2008-01-01 23:17:47,505,-621.02
2007-05-06 18:06:16,689,-678.37
2008-05-27 01:02:08,931,1084.35
2007-11-06 02:33:15,128,1029.85
2008-04-10 01:45:39,355,2053.39
2007-10-03 06:52:44,152,1080.05
2008-04-13 13:36:06,777,1055.87
2007-11-09 03:10:57,795,101.99
2008-01-03 02:38:44,495,115.36
2008-04-14 21:50:27,597,137.0
2007-05-08 02:13:03,769,54.07
2007-10-11 03:14:00,170,1038.9
2008-04-30 13:16:52,759,1030.92
2007-05-17 04:07:19,271,1074.88
2008-02-13 08:21:05,394,1061.46
2008-02-24 02:59:17,617,10069.73
2008-06-13 04:01:23,302,123.66
2007-10-16 18:45:51,356,2044.95
2007-06-23 03:53:15,707,-610.36
2008-03-20 05:38:14,101,2042.7
2008-01-26 08:59:35,367,10089.29
2008-01-28 15:12:26,921,145.57
2007-11-01 04:48:07,904,10033.71
2008-03-14 22:24:51,222,2088.48
2007-06-06 19:42:31,396,2076.27
2007-12-28 17:09:43,337,-649.93
2007-12-16 18:47:38,909,146.82
2007-06-09 02:34:24,362,10094.84
2008-04-23 03:34:19,864,1034.85
2008-04-20 04:10:51,230,-666.48
2007-05-31 01:28:04,579,189.12
2008-05-09 00:03:40,541,1094.74
2007-06-25 07:34:56,134,56.47
2007-08-21 22:39:43,621,78.25
2007-12-05 19:39:40,968,138.85
2008-01-16 20:22:34,290,1091.83
2007-05-17 21:20:35,640,1068.13
2008-06-28 14:08:06,781,66.96
2007-05-15 00:49:44,494,130.04
2007-11-16 22:35:11,183,148.56
2007-07-16 20:32:23,317,167.29
2008-04-12 12:34:40,504,182.08
2008-05-24 15:53:11,705,2079.67
2008-03-01 01:37:55,205,147.48
2007-07-03 15:59:16,983,10068.21
2008-02-08 12:05:38,998,-634.85
2007-08-07 21:38:36,876,10054.91
2008-06-02 05:48:09,666,1075.38
2008-02-08 02:54:29,678,1036.52
2008-02-29 13:25:58,390,131.59
2007-08-19 22:25:28,159,10038.64
2007-07-02 05:34:35,988,1094.4
2007-07-28 14:41:53,915,138.03
2007-11-29 00:20:44,723,63.85
2007-12-25 20:29:33,798,139.88
2007-11-02 19:28:39,267,1044.35
2008-06-28 14:08:06,881,-594.68
2007-10-08 15:59:07,312,103.56
2008-03-15 10:28:15,379,10068.15
2007-11-11 01:38:20,812,1060.1
2008-04-24 02:51:06,391,-640.8
2008-03-15 12:17:22,699,1054.46
2008-04-02 08:50:26,704,1114.22
2008-03-26 18:22:32,527,160.61
2007-07-14 01:29:26,385,189.4
2008-01-13 19:10:05,813,170.46
2008-01-30 16:14:04,389,1051.51
2007-06-30 23:13:06,350,78.97
2008-04-17 11:41:03,616,1042.39
2007-12-27 05:22:12,643,198.83
2008-05-15 14:53:25,828,133.76
2007-11-23 00:36:34,925,70.69
2007-12-19 17:23:07,110,155.89
2008-04-10 10:53:06,660,153.2
2007-05-07 04:53:09,685,112.12
2008-06-18 02:26:36,179,1070.81
2008-03-16 10:10:02,105,-666.71
2008-06-22 04:25:24,312,192.66
2007-10-30 23:15:38,696,122.24
2007-10-30 23:15:38,362,1070.16
2008-04-17 21:45:21,656,138.94
2008-05-05 18:49:24,578,2062.95
2007-05-09 20:22:22,832,165.91
2007-08-21 18:09:07,115,2032.99
2007-08-10 08:56:22,352,120.42
2008-03-24 23:06:05,166,1058.15
2007-05-07 04:53:09,189,1056.76
2008-06-10 16:13:51,414,129.75
2008-06-28 11:49:14,138,2025.85
2007-12-11 23:50:12,789,155.28
2008-01-16 03:28:16,635,161.55
2008-01-18 22:26:33,365,79.72
2008-01-11 22:27:17,285,155.97
2008-02-19 07:50:49,841,2027.01
2007-07-11 18:49:28,218,142.48
2007-05-05 10:26:21,354,63.92
2007-07-12 01:25:41,245,126.51
2007-10-25 07:38:04,765,1053.18
2008-05-13 02:22:21,119,165.98
2007-10-05 03:47:21,377,107.94
2007-11-07 00:25:47,807,-627.79
2007-06-18 03:26:21,593,10070.07
2008-04-24 21:09:58,197,10061.59
2007-07-05 08:17:37,778,150.9
2008-06-11 08:20:48,495,147.9
2008-05-29 22:33:33,524,158.22
2008-02-08 12:05:38,134,-663.04
2007-05-20 23:14:00,526,100.41
2007-06-26 00:14:54,851,1069.89
2008-01-06 15:35:07,474,157.9
2007-05-14 07:07:56,113,1051.29
2007-11-24 14:39:44,449,54.69
2008-01-06 16:32:25,984,2088.49
2007-11-08 22:49:21,220,156.92
2007-12-09 00:46:16,895,186.4
2008-05-25 15:55:22,404,144.8
2008-03-20 10:03:45,212,-632.47
2007-12-14 21:04:17,394,1055.78
2007-12-09 00:46:16,760,189.08
2008-04-17 14:53:42,603,146.88
2008-05-19 15:55:37,113,158.95
2007-06-07 09:33:28,702,2068.01
2008-01-04 12:06:09,555,10039.07
2007-05-15 00:49:44,355,158.52
2007-12-31 06:49:39,764,1076.97
2007-05-01 23:14:02,135,43.56
2007-12-02 23:43:44,572,2037.48
2008-01-08 05:20:44,250,-609.05
2008-01-11 22:27:17,461,10033.82
2008-01-18 07:40:46,568,157.36
2007-07-19 02:59:31,744,10046.33
2007-11-19 21:36:37,422,2050.7
2007-12-04 01:06:54,312,2093.13
2007-06-10 17:03:25,816,1016.7
2008-04-26 09:03:21,860,1076.23
2007-11-03 04:06:20,585,10065.59
2007-08-08 03:35:37,960,116.26
2007-06-25 07:34:56,373,115.59
2007-06-12 03:53:21,903,166.21
2007-08-14 17:38:07,640,-674.4
2007-05-23 22:13:16,535,2084.45
2007-07-10 21:31:59,691,10063.26
2007-06-09 21:10:22,459,1087.18
2007-06-05 22:15:08,313,35.56
2007-06-20 12:13:51,243,-596.0
2008-04-20 13:34:15,372,169.42
2007-12-10 15:53:53,445,1038.04
2007-05-06 10:58:22,163,163.75
2007-10-24 01:08:58,207,2057.34
2008-05-20 09:38:42,639,149.76
2008-06-03 19:03:00,778,10044.89
2008-02-04 05:46:26,594,119.34
2007-12-14 21:04:17,505,2064.02
2007-10-04 11:09:45,571,1066.66
2007-05-13 05:13:03,993,-620.68
2008-02-08 20:00:45,817,-610.17
2007-05-31 01:28:04,654,-611.26
2008-03-11 20:03:58,267,10048.36
2007-12-06 21:34:06,236,108.11
2007-05-31 08:44:12,722,184.33
2007-11-29 04:41:50,216,2040.33
2007-07-06 04:07:50,515,2047.44
2008-06-06 19:31:48,273,148.1
2007-11-07 19:44:50,917,118.93
2008-01-15 19:50:44,245,146.43
2008-05-23 10:06:59,247,2061.26
2007-11-29 15:51:45,182,10063.67
2008-01-18 13:11:14,357,135.2
2007-08-16 09:28:14,564,1050.33
2008-01-31 18:50:38,388,2071.89
2007-12-11 23:50:12,564,1079.75
2007-05-05 00:14:17,570,160.82
2007-12-13 11:31:17,525,2089.51
2008-03-29 00:56:50,268,1075.2
2007-08-18 04:05:05,484,35.24
2007-12-21 00:06:27,443,1056.32
2008-05-09 09:14:31,594,2079.91
2008-01-14 15:06:15,432,142.31
2008-03-25 02:07:43,418,136.58
2007-12-13 03:50:35,265,138.74
2007-05-13 21:40:39,182,-639.28
2007-08-07 21:38:36,318,-662.11
2007-10-16 01:03:04,193,83.93
2008-01-09 08:34:05,176,76.09
2008-01-27 18:06:04,135,160.29
2007-06-01 04:40:51,108,129.91
2007-06-23 15:41:31,920,185.96
2008-03-28 03:53:10,279,-626.06
2007-06-03 20:23:21,749,128.24
2007-10-23 10:59:50,788,10080.08
2008-01-06 15:35:07,433,2039.57
2007-07-16 07:59:42,599,147.65
2007-08-01 03:20:11,380,139.98
2007-12-15 01:46:11,121,149.12
2007-11-03 14:50:49,181,86.33
2008-03-23 12:57:07,216,1060.79
2007-10-03 09:01:24,957,1036.05
2008-06-04 00:29:45,913,139.68
2008-01-17 09:28:52,115,10045.53
2008-02-14 01:58:09,648,82.17
2007-12-14 14:14:13,696,139.75
2008-06-18 05:31:44,280,61.39
2008-03-28 10:18:33,340,1088.44
2007-05-06 10:58:22,165,77.26
2007-12-28 08:38:58,158,138.71
2007-06-09 07:06:13,330,1084.1
2007-06-01 12:33:25,827,10044.94
2008-04-30 13:16:52,718,152.82
2008-01-23 23:15:50,714,88.21
2007-12-22 16:17:29,846,10034.44
2007-05-25 13:59:51,363,10053.8
2007-12-16 20:17:19,835,1035.13
2007-12-19 05:49:15,549,2086.88
2008-03-26 18:22:32,152,42.43
2007-07-21 21:07:44,837,134.24
2007-11-15 16:25:29,897,152.89
2008-02-20 08:32:03,314,166.81
2007-07-21 13:22:14,804,1056.65
2008-03-10 22:49:37,688,10019.43
2007-06-30 23:56:46,186,2025.89
2008-06-13 08:03:11,540,1067.79
2007-08-01 03:15:42,404,1095.45
2007-07-18 22:04:00,372,10030.67
2007-10-11 03:14:00,502,-648.64
2007-05-24 20:47:40,215,-658.78
2007-05-17 07:07:29,693,-638.54
2007-06-30 23:13:06,834,180.04
2008-02-25 02:24:28,329,154.59
2007-12-05 18:26:16,239,184.05
2008-04-23 17:59:18,942,137.04
2007-12-16 22:59:30,943,1085.02
2007-11-23 00:36:34,811,1068.86
2007-05-29 06:55:31,688,66.09
2008-05-02 18:45:00,523,10052.42
2007-10-29 13:53:53,454,41.68
2008-06-11 14:41:43,616,-608.45
2008-02-26 04:57:57,175,1028.58
2008-04-25 03:59:32,840,119.1
2007-11-08 15:45:20,141,199.88
2008-04-30 16:52:53,854,10097.93
2008-05-23 10:06:59,842,174.17
2007-05-31 01:28:04,806,179.03
2008-03-24 17:28:25,144,-631.03
2008-01-29 15:02:18,552,1078.95
2007-07-17 11:55:51,392,161.67
2007-07-21 13:22:14,131,1079.59
2007-10-25 08:36:46,103,-671.56
2008-04-03 22:04:42,937,1063.5
2007-06-12 15:13:03,229,1054.45
2008-02-18 23:53:14,708,10073.76
2008-05-06 06:52:04,498,43.12
2008-04-10 12:04:24,936,174.1
2007-07-14 05:21:00,599,-617.32
2007-05-20 18:30:19,307,-644.4
2007-05-03 04:28:36,726,10045.82
2007-05-20 11:20:10,923,10077.11
2007-06-23 13:29:45,481,1020.93
2007-05-01 23:14:02,888,101.3
2007-07-05 20:13:32,618,108.91
2008-03-21 13:26:11,397,184.08
2007-06-04 15:23:32,613,1071.36
2008-06-11 20:09:12,853,2023.51
2007-10-01 00:57:11,899,70.69
2007-11-26 13:20:24,342,1046.22
2007-06-30 08:47:44,842,1079.43
2008-04-05 17:27:37,276,10049.12
2007-12-10 22:03:05,709,1074.06
2007-12-12 17:31:32,443,10024.92
2007-12-09 19:40:43,959,1073.49
2007-06-17 12:52:20,415,153.19
2007-05-15 05:45:35,703,135.22
2008-01-27 13:17:10,164,1082.79
2008-04-12 12:34:40,743,61.58
2007-05-17 04:07:19,752,-672.31
2007-05-27 20:24:22,406,1068.78
2008-05-27 01:02:08,357,142.74
2008-03-16 14:16:23,787,138.89
2008-01-26 12:52:50,303,1056.42
2007-07-03 15:59:16,898,1067.47
2008-01-10 15:51:25,667,-655.78
2008-03-18 23:11:57,659,86.95
2007-10-23 02:58:49,623,177.4
2007-07-11 18:49:28,575,1026.17
2008-03-26 18:22:32,584,155.11
2007-11-17 11:34:02,824,68.15
2007-08-13 22:20:49,613,2057.04
2007-06-12 01:12:33,273,47.87
2008-03-15 10:28:15,160,164.07
2007-07-29 13:47:47,389,2092.79
2007-10-29 13:53:53,717,10026.53
2007-08-03 08:49:37,815,2046.33
2007-08-21 18:09:07,540,1055.52
2007-06-05 00:52:21,838,66.47
2008-01-30 11:15:04,965,1087.19
2007-07-16 05:28:49,464,1078.39
2008-06-22 04:25:24,388,10027.78
2008-06-17 05:11:35,965,-648.41
2008-01-16 03:28:16,961,1038.09
2008-01-18 23:42:52,892,2071.35
2007-12-09 19:40:43,507,197.5
2008-06-09 20:14:01,186,1060.99
2007-11-19 21:36:37,720,49.73
2008-06-13 12:43:52,210,10023.48
2008-05-15 03:58:26,436,176.27
2007-12-24 16:28:30,841,10066.79
2008-01-15 19:50:44,504,2028.56
2007-07-29 13:47:47,494,-668.21
2007-12-05 18:26:16,995,10046.74
2007-06-01 06:50:39,550,-648.9
2008-01-11 22:06:07,323,124.07
2007-11-09 07:02:45,436,120.97
2007-12-19 05:49:15,655,1080.25
2008-04-06 08:59:43,307,60.18
2008-04-23 07:28:22,222,1087.43
2007-12-21 13:57:45,327,10035.23
2008-02-12 04:00:47,532,117.98
2008-02-04 00:03:40,117,82.15
2008-05-20 00:45:08,771,36.9
2007-06-30 23:13:06,798,2090.6
2007-11-06 02:33:15,773,149.17
2007-10-18 09:06:59,404,180.14
2007-11-26 13:20:24,392,162.51
2007-10-16 01:03:04,318,1080.17
2008-05-24 20:02:10,363,48.12
2008-03-10 10:37:02,675,10060.23
2007-10-28 03:28:48,799,10098.24
2007-11-23 03:51:16,793,99.1
2007-06-07 09:33:28,739,124.55
2007-11-10 07:00:10,211,-601.34
2007-05-28 21:43:45,655,179.89
2007-08-08 17:47:59,519,10092.41
2007-12-05 18:26:16,986,1082.3
2008-06-20 00:45:14,349,10074.55
2008-02-13 08:21:05,278,1061.5
2007-10-02 01:48:50,401,1081.61
2007-06-22 19:45:09,704,188.15
2008-02-18 03:49:42,853,158.28
2007-10-27 02:39:21,182,146.4
2007-12-24 16:28:30,335,10026.58
2008-04-13 05:26:58,476,186.02
2008-01-17 09:28:52,372,1120.06
2008-04-17 14:53:42,870,1064.77
2007-07-03 02:08:34,737,1109.09
2007-06-20 12:13:51,831,1074.61
2008-02-25 02:24:28,882,10059.69
2007-08-04 20:10:36,918,50.51
2007-07-31 21:17:07,678,2085.32
2008-01-30 10:29:25,576,133.73
2008-01-26 19:59:02,447,1096.29
2008-04-20 21:45:26,431,81.36
2007-11-10 06:35:31,946,10056.49
2007-06-23 13:29:45,382,-642.92
2007-11-13 05:27:58,789,2056.46
2007-11-18 13:44:04,218,64.72
2007-11-20 19:06:04,214,1109.79
2007-12-28 08:38:58,982,43.66
2007-06-01 06:50:39,618,163.99
2007-11-14 06:12:32,397,1112.78
2007-05-22 19:16:03,654,170.55
2007-11-23 03:51:16,439,1075.25
2008-01-29 18:59:16,699,175.8
2007-07-06 04:07:50,215,143.23
2008-06-23 15:48:18,926,1066.05
2007-05-09 20:22:22,794,-662.94
2008-04-19 06:52:58,132,145.38
2008-04-06 22:49:36,389,131.83
2007-11-18 13:44:04,391,74.0
2007-10-07 00:56:05,727,172.87
2008-06-06 20:08:14,271,10021.24
2007-08-01 03:15:42,228,1110.98
2008-01-06 13:16:15,133,163.57
2007-12-22 16:17:29,520,163.49
2007-11-18 17:39:47,519,140.54
2008-05-13 02:22:21,130,1050.18
2007-10-20 04:49:56,724,-682.63
2007-07-21 13:22:14,711,85.11
2007-12-27 05:22:12,195,113.38
2008-04-10 12:04:24,630,2091.03
2007-10-08 15:59:07,515,158.61
2008-06-02 05:48:09,585,1082.57
2007-08-29 11:44:09,249,171.24
2008-02-18 03:49:42,808,10039.5
2008-05-30 10:15:31,842,1047.44
2008-01-04 06:32:49,591,160.6
2007-10-27 02:39:21,189,52.05
2007-06-27 15:27:33,465,175.96
2008-03-03 19:17:41,177,146.17
2007-05-06 11:10:24,699,1079.04
2008-01-28 07:06:49,885,1064.57
2007-12-24 12:25:28,164,-660.62
2008-03-14 20:43:54,261,142.5
2007-07-31 02:12:14,977,1106.13
2008-01-03 20:45:43,535,1043.88
2007-10-27 02:39:21,628,2053.31
2008-01-10 14:02:34,768,10033.18
2008-01-23 15:07:52,511,133.01
2007-06-14 01:02:50,769,10045.93
2007-12-19 09:24:45,491,76.24
2008-01-28 02:37:49,388,-628.54
2007-11-30 06:46:27,770,135.33
2007-05-15 12:35:27,982,157.93
2008-06-06 19:31:48,759,150.97
2008-06-06 20:08:14,727,-661.21
2007-08-18 17:22:55,573,1074.12
2008-04-06 11:54:47,322,47.01
2007-07-05 20:13:32,784,2076.35
2008-06-08 12:22:38,624,170.43
2008-02-12 10:28:30,543,-616.52
2007-06-05 11:09:49,486,1014.82
2008-04-14 07:26:31,751,124.06
2007-07-21 21:40:35,604,2013.58
2007-11-24 10:21:49,639,1128.75
2008-04-26 09:28:41,387,147.71
2008-03-28 10:18:33,861,10026.22
2007-05-05 10:26:21,697,10097.12
2007-11-13 05:27:58,643,1085.64
2007-07-14 01:29:26,211,1056.2
2007-12-09 00:46:16,495,10054.36
2007-10-02 01:48:50,557,10026.3
2007-06-03 17:20:48,646,62.97
2008-01-07 05:22:14,592,126.02
2007-06-27 15:27:33,538,2045.29
2008-01-23 05:06:44,718,145.91
2008-03-26 14:06:37,474,10052.55
2007-06-20 03:55:15,415,2070.56
2007-08-24 15:24:52,991,2037.76
2008-01-08 16:34:07,273,1091.18
2007-11-24 20:44:12,445,164.27
2008-05-15 03:58:26,419,152.55
2007-07-31 21:17:07,559,1076.66
2008-05-10 05:32:20,441,1070.24
2008-01-27 03:55:06,524,76.12
2008-05-09 10:01:21,666,10047.73
2007-05-05 00:14:17,807,-648.48
2008-05-20 09:38:42,992,10050.37
2008-04-16 08:37:35,687,1052.27
2007-07-21 21:32:38,300,1060.47
2008-04-05 13:03:10,489,79.27
2007-05-06 09:37:45,140,1091.26
2008-04-06 14:13:01,937,40.96
2008-01-06 16:32:25,523,1084.27
2008-04-16 12:31:53,488,1100.97
2008-05-30 06:04:58,129,2051.66
2008-03-26 15:24:41,595,50.03
2007-07-17 12:33:24,306,-651.25
2007-10-23 02:58:49,224,56.18
2008-01-20 14:51:24,991,154.67
2008-04-26 09:03:21,303,1096.02
2008-06-05 12:57:22,372,1046.91
2007-07-20 16:19:02,249,165.11
2008-06-03 19:03:00,608,105.51
2007-10-04 20:48:21,409,172.42
2008-06-08 12:22:38,463,139.75
2007-08-18 17:22:55,840,2065.86
2007-06-20 12:13:51,628,171.97
2008-01-22 18:33:55,396,1043.03
2007-06-01 06:50:39,923,1090.33
2008-03-20 16:43:52,577,-629.84
2008-04-13 05:26:58,780,10088.04
2007-06-01 06:50:39,688,2032.47
2007-12-20 22:49:41,570,156.67
2008-05-09 10:01:21,681,10045.53
2007-07-30 09:29:11,532,-641.77
2008-04-06 14:13:01,869,1072.07
2008-05-09 00:03:40,368,1072.21
2008-04-09 16:35:01,171,101.53
2008-03-22 01:15:53,168,45.95
2007-10-03 11:59:15,456,190.81
2008-06-25 20:00:39,973,2097.35
2007-11-28 06:30:44,608,-637.94
2007-11-23 00:36:34,372,155.93
2008-02-16 01:02:59,916,2047.03
2008-04-26 10:28:29,818,118.04
2007-11-25 01:42:43,938,150.22
2008-01-28 15:12:26,954,157.64
2007-05-06 00:45:52,473,1063.02
2008-01-23 15:07:52,777,65.3
2008-04-18 04:07:04,227,85.5
2008-04-08 19:52:22,790,1068.61
2007-06-07 09:33:28,969,1075.64
2007-12-20 12:23:00,817,1094.08
2007-06-01 12:33:25,570,83.51
2008-05-12 08:15:21,645,-655.83
2008-01-25 07:33:01,885,177.63
2007-06-07 09:33:28,417,110.22
2008-01-26 20:42:30,832,44.49
2007-10-22 15:20:23,861,92.55
2007-06-20 03:55:15,465,-661.52
2007-08-07 21:38:36,368,1111.95
2007-05-25 13:59:51,128,31.29
2008-01-30 10:29:25,751,1030.54
2007-12-09 00:46:16,119,1078.19
2008-01-10 15:51:25,487,1103.32
2008-01-28 02:37:49,792,-598.96
2008-02-17 23:29:54,817,64.2
2008-01-22 18:33:55,932,172.9
2007-07-17 08:27:55,773,-639.16
2008-06-26 05:43:30,642,106.8
2007-10-23 15:30:10,437,10089.18
2008-06-08 12:22:38,156,143.49
2007-05-31 22:45:27,557,48.89
2007-11-26 13:20:24,526,1120.47
2007-12-14 14:14:13,644,111.86
2008-03-19 10:52:31,906,1070.87
2008-01-10 11:30:51,225,1037.45
2007-05-19 03:13:40,924,2052.77
2008-04-10 10:53:06,641,135.03
2008-02-26 23:20:58,265,1077.88
